uniprot_id,target_key,hgnc,species
P35968,FLT4/FLT1/KDR,KDR,Homo sapiens
P49354,FNTA/FNTB,FNTA,Homo sapiens
P49356,FNTA/FNTB,FNTB,Homo sapiens
Q04609,FOLH1,FOLH1,Homo sapiens
P15328,FOLR1,FOLR1,Homo sapiens
P14207,FOLR2,FOLR2,Homo sapiens
P21462,FPR1,FPR1,Homo sapiens
P25090,FPR2,FPR2,Homo sapiens
P42685,FRK,FRK,Homo sapiens
P06241,FYN,FYN,Homo sapiens
P11413,G6PD,G6PD,Homo sapiens
P10253,GAA,GAA,Homo sapiens
Q9UBS5,GABBR2/GABBR1,GABBR1,Homo sapiens
O75899,GABBR2/GABBR1,GABBR2,Homo sapiens
P14867,GABRA1,GABRA1,Homo sapiens
P14867,GABRA1/GABRB2/GABRG2,GABRA1,Homo sapiens
P47870,GABRA1/GABRB2/GABRG2,GABRB2,Homo sapiens
P18507,GABRA1/GABRB2/GABRG2,GABRG2,Homo sapiens
P47869,GABRA2/GABRB3/GABRG2,GABRA2,Homo sapiens
P28472,GABRA2/GABRB3/GABRG2,GABRB3,Homo sapiens
P18507,GABRA2/GABRB3/GABRG2,GABRG2,Homo sapiens
P14867,GABRA5/GABRB2/GABRA3/GABRA1/GABRB3/GABRA2/GABRA4/GABRA6/GABRB1,GABRA1,Homo sapiens
P47869,GABRA5/GABRB2/GABRA3/GABRA1/GABRB3/GABRA2/GABRA4/GABRA6/GABRB1,GABRA2,Homo sapiens
P34903,GABRA5/GABRB2/GABRA3/GABRA1/GABRB3/GABRA2/GABRA4/GABRA6/GABRB1,GABRA3,Homo sapiens
P48169,GABRA5/GABRB2/GABRA3/GABRA1/GABRB3/GABRA2/GABRA4/GABRA6/GABRB1,GABRA4,Homo sapiens
P31644,GABRA5/GABRB2/GABRA3/GABRA1/GABRB3/GABRA2/GABRA4/GABRA6/GABRB1,GABRA5,Homo sapiens
Q16445,GABRA5/GABRB2/GABRA3/GABRA1/GABRB3/GABRA2/GABRA4/GABRA6/GABRB1,GABRA6,Homo sapiens
P18505,GABRA5/GABRB2/GABRA3/GABRA1/GABRB3/GABRA2/GABRA4/GABRA6/GABRB1,GABRB1,Homo sapiens
P47870,GABRA5/GABRB2/GABRA3/GABRA1/GABRB3/GABRA2/GABRA4/GABRA6/GABRB1,GABRB2,Homo sapiens
P28472,GABRA5/GABRB2/GABRA3/GABRA1/GABRB3/GABRA2/GABRA4/GABRA6/GABRB1,GABRB3,Homo sapiens
P34903,GABRB3/GABRA3/GABRG2,GABRA3,Homo sapiens
P28472,GABRB3/GABRA3/GABRG2,GABRB3,Homo sapiens
P18507,GABRB3/GABRA3/GABRG2,GABRG2,Homo sapiens
P48169,GABRB3/GABRA4/GABRG2,GABRA4,Homo sapiens
P28472,GABRB3/GABRA4/GABRG2,GABRB3,Homo sapiens
P18507,GABRB3/GABRA4/GABRG2,GABRG2,Homo sapiens
P14867,GABRB3/GABRG2/GABRA1,GABRA1,Homo sapiens
P28472,GABRB3/GABRG2/GABRA1,GABRB3,Homo sapiens
P18507,GABRB3/GABRG2/GABRA1,GABRG2,Homo sapiens
O14976,GAK,GAK,Homo sapiens
Q14376,GALE,GALE,Homo sapiens
P51570,GALK1,GALK1,Homo sapiens
P04406,GAPDH,GAPDH,Homo sapiens
P22102,GART,GART,Homo sapiens
P02774,GC,GC,Homo sapiens
P47871,GCGR,GCGR,Homo sapiens
P35557,GCK,GCK,Homo sapiens
O95749,GGPS1,GGPS1,Homo sapiens
Q92847,GHSR,GHSR,Homo sapiens
P48546,GIPR,GIPR,Homo sapiens
P06280,GLA,GLA,Homo sapiens
Q04760,GLO1,GLO1,Homo sapiens
P43220,GLP1R,GLP1R,Homo sapiens
P23415,GLRA1,GLRA1,Homo sapiens
O75496,GMNN,GMNN,Homo sapiens
Q8TDU6,GPBAR1,GPBAR1,Homo sapiens
Q99527,GPER1,GPER1,Homo sapiens
Q8TDV5,GPR119,GPR119,Homo sapiens
Q13304,GPR17,GPR17,Homo sapiens
Q14330,GPR18,GPR18,Homo sapiens
P32249,GPR183,GPR183,Homo sapiens
Q9HC97,GPR35,GPR35,Homo sapiens
Q9Y2T5,GPR52,GPR52,Homo sapiens
Q9Y2T6,GPR55,GPR55,Homo sapiens
P42261,GRIA1,GRIA1,Homo sapiens
P42262,GRIA2,GRIA2,Homo sapiens
P42263,GRIA3,GRIA3,Homo sapiens
P48058,GRIA4,GRIA4,Homo sapiens
P39086,GRIK1,GRIK1,Homo sapiens
Q16478,GRIK2,GRIK2,Homo sapiens
Q13003,GRIK3,GRIK3,Homo sapiens
Q16478,GRIK5,GRIK5,Homo sapiens
Q05586,GRIN1/GRIN2B,GRIN1,Homo sapiens
Q13224,GRIN1/GRIN2B,GRIN2B,Homo sapiens
Q05586,GRIN2A/GRIN1,GRIN1,Homo sapiens
Q12879,GRIN2A/GRIN1,GRIN2A,Homo sapiens
Q13224,GRIN2B,GRIN2B,Homo sapiens
Q13255,GRM1,GRM1,Homo sapiens
Q14416,GRM2,GRM2,Homo sapiens
Q14832,GRM3,GRM3,Homo sapiens
P41594,GRM5,GRM5,Homo sapiens
O15303,GRM6,GRM6,Homo sapiens
O00222,GRM8,GRM8,Homo sapiens
P49840,GSK3A,GSK3A,Homo sapiens
P49841,GSK3B,GSK3B,Homo sapiens
P49840,GSK3B/GSK3A,GSK3A,Homo sapiens
P49841,GSK3B/GSK3A,GSK3B,Homo sapiens
P00390,GSR,GSR,Homo sapiens
P08263,GSTA1,GSTA1,Homo sapiens
P09211,GSTP1,GSTP1,Homo sapiens
P13807,GYS1,GYS1,Homo sapiens
Q13255,Grm1,Grm1,Homo sapiens
P68871,HBB,HBB,Homo sapiens
Q8TDS4,HCAR2,HCAR2,Homo sapiens
P49019,HCAR3,HCAR3,Homo sapiens
P08631,HCK,HCK,Homo sapiens
O60741,HCN1,HCN1,Homo sapiens
Q9Y3Q4,HCN4,HCN4,Homo sapiens
O43613,HCRTR1,HCRTR1,Homo sapiens
O43614,HCRTR2,HCRTR2,Homo sapiens
Q13547,HDAC1,HDAC1,Homo sapiens
Q13547,HDAC1/HDAC2,HDAC1,Homo sapiens
Q92769,HDAC1/HDAC2,HDAC2,Homo sapiens
Q969S8,HDAC10,HDAC10,Homo sapiens
Q96DB2,HDAC11,HDAC11,Homo sapiens
Q13547,HDAC11/HDAC6/HDAC2/HDAC1/HDAC9/HDAC5/HDAC7/HDAC4/HDAC3/HDAC10/HDAC8,HDAC1,Homo sapiens
Q969S8,HDAC11/HDAC6/HDAC2/HDAC1/HDAC9/HDAC5/HDAC7/HDAC4/HDAC3/HDAC10/HDAC8,HDAC10,Homo sapiens
Q96DB2,HDAC11/HDAC6/HDAC2/HDAC1/HDAC9/HDAC5/HDAC7/HDAC4/HDAC3/HDAC10/HDAC8,HDAC11,Homo sapiens
Q92769,HDAC11/HDAC6/HDAC2/HDAC1/HDAC9/HDAC5/HDAC7/HDAC4/HDAC3/HDAC10/HDAC8,HDAC2,Homo sapiens
O15379,HDAC11/HDAC6/HDAC2/HDAC1/HDAC9/HDAC5/HDAC7/HDAC4/HDAC3/HDAC10/HDAC8,HDAC3,Homo sapiens
P56524,HDAC11/HDAC6/HDAC2/HDAC1/HDAC9/HDAC5/HDAC7/HDAC4/HDAC3/HDAC10/HDAC8,HDAC4,Homo sapiens
Q9UQL6,HDAC11/HDAC6/HDAC2/HDAC1/HDAC9/HDAC5/HDAC7/HDAC4/HDAC3/HDAC10/HDAC8,HDAC5,Homo sapiens
Q9UBN7,HDAC11/HDAC6/HDAC2/HDAC1/HDAC9/HDAC5/HDAC7/HDAC4/HDAC3/HDAC10/HDAC8,HDAC6,Homo sapiens
Q9UKV0,HDAC11/HDAC6/HDAC2/HDAC1/HDAC9/HDAC5/HDAC7/HDAC4/HDAC3/HDAC10/HDAC8,HDAC7,Homo sapiens
Q9BY41,HDAC11/HDAC6/HDAC2/HDAC1/HDAC9/HDAC5/HDAC7/HDAC4/HDAC3/HDAC10/HDAC8,HDAC8,Homo sapiens
Q9UKV0,HDAC11/HDAC6/HDAC2/HDAC1/HDAC9/HDAC5/HDAC7/HDAC4/HDAC3/HDAC10/HDAC8,HDAC9,Homo sapiens
Q92769,HDAC2,HDAC2,Homo sapiens
O15379,HDAC3,HDAC3,Homo sapiens
P56524,HDAC4,HDAC4,Homo sapiens
Q9UQL6,HDAC5,HDAC5,Homo sapiens
Q9UBN7,HDAC6,HDAC6,Homo sapiens
Q9UKV0,HDAC7,HDAC7,Homo sapiens
Q9BY41,HDAC8,HDAC8,Homo sapiens
Q13547,HDAC8/HDAC5/HDAC3/HDAC1,HDAC1,Homo sapiens
O15379,HDAC8/HDAC5/HDAC3/HDAC1,HDAC3,Homo sapiens
Q9UQL6,HDAC8/HDAC5/HDAC3/HDAC1,HDAC5,Homo sapiens
Q9BY41,HDAC8/HDAC5/HDAC3/HDAC1,HDAC8,Homo sapiens
Q9UKV0,HDAC9,HDAC9,Homo sapiens
P06865,HEXA,HEXA,Homo sapiens
P07686,HEXB,HEXB,Homo sapiens
P06865,HEXB/HEXA,HEXA,Homo sapiens
P07686,HEXB/HEXA,HEXB,Homo sapiens
Q16665,HIF1A,HIF1A,Homo sapiens
Q9NWT6,HIF1AN,HIF1AN,Homo sapiens
Q9H422,HIPK3,HIPK3,Homo sapiens
Q2TB90,HKDC1,HKDC1,Homo sapiens
P04035,HMGCR,HMGCR,Homo sapiens
P09651,HNRNPA1,HNRNPA1,Homo sapiens
P15428,HPGD,HPGD,Homo sapiens
O60760,HPGDS,HPGDS,Homo sapiens
P35367,HRH1,HRH1,Homo sapiens
Q9Y5N1,HRH3,HRH3,Homo sapiens
Q9H3N8,HRH4,HRH4,Homo sapiens
P28845,HSD11B1,HSD11B1,Homo sapiens
P80365,HSD11B2,HSD11B2,Homo sapiens
P14061,HSD17B1,HSD17B1,Homo sapiens
Q99714,HSD17B10,HSD17B10,Homo sapiens
P37059,HSD17B2,HSD17B2,Homo sapiens
P37058,HSD17B3,HSD17B3,Homo sapiens
P14060,HSD3B1,HSD3B1,Homo sapiens
P07900,HSP90AA1,HSP90AA1,Homo sapiens
P08238,HSP90AB1,HSP90AB1,Homo sapiens
P07900,HSP90AB1/HSP90AA1,HSP90AA1,Homo sapiens
P08238,HSP90AB1/HSP90AA1,HSP90AB1,Homo sapiens
P14625,HSP90B1,HSP90B1,Homo sapiens
P11142,HSPA8,HSPA8,Homo sapiens
P04792,HSPB1,HSPB1,Homo sapiens
P08908,HTR1A,HTR1A,Homo sapiens
P28222,HTR1B,HTR1B,Homo sapiens
P28221,HTR1D,HTR1D,Homo sapiens
P28566,HTR1E,HTR1E,Homo sapiens
P28223,HTR2A,HTR2A,Homo sapiens
P28223,HTR2A/HTR2C/HTR2B,HTR2A,Homo sapiens
P41595,HTR2A/HTR2C/HTR2B,HTR2B,Homo sapiens
P28335,HTR2A/HTR2C/HTR2B,HTR2C,Homo sapiens
P41595,HTR2B,HTR2B,Homo sapiens
P28335,HTR2C,HTR2C,Homo sapiens
P46098,HTR3A,HTR3A,Homo sapiens
P46098,HTR3A/HTR3E/HTR3B/HTR3D/HTR3C,HTR3A,Homo sapiens
O95264,HTR3A/HTR3E/HTR3B/HTR3D/HTR3C,HTR3B,Homo sapiens
Q8WXA8,HTR3A/HTR3E/HTR3B/HTR3D/HTR3C,HTR3C,Homo sapiens
Q70Z44,HTR3A/HTR3E/HTR3B/HTR3D/HTR3C,HTR3D,Homo sapiens
A5X5Y0,HTR3A/HTR3E/HTR3B/HTR3D/HTR3C,HTR3E,Homo sapiens
P46098,HTR3B/HTR3A,HTR3A,Homo sapiens
O95264,HTR3B/HTR3A,HTR3B,Homo sapiens
Q13639,HTR4,HTR4,Homo sapiens
P47898,HTR5A,HTR5A,Homo sapiens
P50406,HTR6,HTR6,Homo sapiens
P34969,HTR7,HTR7,Homo sapiens
P31645,HTT,HTT,Homo sapiens
P08908,Htr1a,Htr1a,Homo sapiens
P34969,Htr7,Htr7,Homo sapiens
P05362,ICAM1,ICAM1,Homo sapiens
O60725,ICMT,ICMT,Homo sapiens
P14902,IDO1,IDO1,Homo sapiens
P08069,IGF1R,IGF1R,Homo sapiens
O14920,IKBKB,IKBKB,Homo sapiens
Q14164,IKBKE,IKBKE,Homo sapiens
Q9Y6K9,IKBKG,IKBKG,Homo sapiens
P60568,IL2,IL2,Homo sapiens
P20839,IMPDH1,IMPDH1,Homo sapiens
P12268,IMPDH2,IMPDH2,Homo sapiens
P06213,INSR,INSR,Homo sapiens
P14616,INSRR,INSRR,Homo sapiens
Q9Y616,IRAK3,IRAK3,Homo sapiens
Q9NWZ3,IRAK4,IRAK4,Homo sapiens
P17301,ITGA2/ITGB3,ITGA2,Homo sapiens
P05106,ITGA2/ITGB3,ITGB3,Homo sapiens
P08514,ITGA2B/ITGB3,ITGA2B,Homo sapiens
P05106,ITGA2B/ITGB3,ITGB3,Homo sapiens
P20701,ITGAL,ITGAL,Homo sapiens
P05362,ITGAL/ICAM1/ITGB2,ICAM1,Homo sapiens
P20701,ITGAL/ICAM1/ITGB2,ITGAL,Homo sapiens
P05107,ITGAL/ICAM1/ITGB2,ITGB2,Homo sapiens
P06756,ITGAV,ITGAV,Homo sapiens
P06756,ITGAV/ITGB1,ITGAV,Homo sapiens
P05556,ITGAV/ITGB1,ITGB1,Homo sapiens
P06756,ITGAV/ITGB3,ITGAV,Homo sapiens
P05106,ITGAV/ITGB3,ITGB3,Homo sapiens
P06756,ITGAV/ITGB6,ITGAV,Homo sapiens
P18564,ITGAV/ITGB6,ITGB6,Homo sapiens
P13612,ITGB1/ITGA4,ITGA4,Homo sapiens
P05556,ITGB1/ITGA4,ITGB1,Homo sapiens
P08648,ITGB1/ITGA5,ITGA5,Homo sapiens
P05556,ITGB1/ITGA5,ITGB1,Homo sapiens
P06756,ITGB5/ITGAV,ITGAV,Homo sapiens
P18084,ITGB5/ITGAV,ITGB5,Homo sapiens
P13612,ITGB7/ITGA4,ITGA4,Homo sapiens
P26010,ITGB7/ITGA4,ITGB7,Homo sapiens
Q08881,ITK,ITK,Homo sapiens
P23458,JAK1,JAK1,Homo sapiens
P23458,JAK1/JAK2,JAK1,Homo sapiens
O60674,JAK1/JAK2,JAK2,Homo sapiens
O60674,JAK2,JAK2,Homo sapiens
P52333,JAK3,JAK3,Homo sapiens
P23458,JAK3/JAK1,JAK1,Homo sapiens
P52333,JAK3/JAK1,JAK3,Homo sapiens
Q15046,KARS,KARS,Homo sapiens
P22001,KCNA3,KCNA3,Homo sapiens
P22460,KCNA5,KCNA5,Homo sapiens
Q12809,KCNH2,KCNH2,Homo sapiens
O60706,KCNJ11/ABCC9,ABCC9,Homo sapiens
Q14654,KCNJ11/ABCC9,KCNJ11,Homo sapiens
P48549,KCNJ5/KCNJ3,KCNJ3,Homo sapiens
P48544,KCNJ5/KCNJ3,KCNJ5,Homo sapiens
P48549,KCNJ6/KCNJ3,KCNJ3,Homo sapiens
P48051,KCNJ6/KCNJ3,KCNJ6,Homo sapiens
Q12791,KCNMA1,KCNMA1,Homo sapiens
O15554,KCNN4,KCNN4,Homo sapiens
O43526,KCNQ2,KCNQ2,Homo sapiens
O43525,KCNQ3,KCNQ3,Homo sapiens
P56696,KCNQ4,KCNQ4,Homo sapiens
Q9NR82,KCNQ5,KCNQ5,Homo sapiens
O60341,KDM1A,KDM1A,Homo sapiens
Q9H3R0,KDM4C,KDM4C,Homo sapiens
B2RXH2,KDM4E,KDM4E,Homo sapiens
P35968,KDR,KDR,Homo sapiens
Q14145,KEAP1,KEAP1,Homo sapiens
P52732,KIF11,KIF11,Homo sapiens
P10721,KIT,KIT,Homo sapiens
Q9P0G3,KLK14,KLK14,Homo sapiens
Q9Y337,KLK5,KLK5,Homo sapiens
P49862,KLK7,KLK7,Homo sapiens
O15229,KMO,KMO,Homo sapiens
Q03164,KMT2A,KMT2A,Homo sapiens
Q03164,KMT2A/MEN1,KMT2A,Homo sapiens
O00255,KMT2A/MEN1,MEN1,Homo sapiens
Q9NQR1,KMT5A,KMT5A,Homo sapiens
Q86Y97,KMT5C,KMT5C,Homo sapiens
Q16773,KYAT1,KYAT1,Homo sapiens
Q6YP21,KYAT3,KYAT3,Homo sapiens
Q9Y468,L3MBTL1,L3MBTL1,Homo sapiens
Q96JM7,L3MBTL3,L3MBTL3,Homo sapiens
P28838,LAP3,LAP3,Homo sapiens
O95835,LATS1,LATS1,Homo sapiens
Q9NRM7,LATS2,LATS2,Homo sapiens
P06239,LCK,LCK,Homo sapiens
P53667,LIMK1,LIMK1,Homo sapiens
P53671,LIMK2,LIMK2,Homo sapiens
P11150,LIPC,LIPC,Homo sapiens
Q9Y5X9,LIPG,LIPG,Homo sapiens
Q92633,LPAR1,LPAR1,Homo sapiens
Q9UBY5,LPAR3,LPAR3,Homo sapiens
P06858,LPL,LPL,Homo sapiens
Q5S007,LRRK2,LRRK2,Homo sapiens
P48449,LSS,LSS,Homo sapiens
P09960,LTA4H,LTA4H,Homo sapiens
Q15722,LTB4R,LTB4R,Homo sapiens
Q15722,LTB4R/LTB4R2,LTB4R,Homo sapiens
Q9NPC1,LTB4R/LTB4R2,LTB4R2,Homo sapiens
P29376,LTK,LTK,Homo sapiens
P07948,LYN,LYN,Homo sapiens
P21397,MAOA,MAOA,Homo sapiens
P27338,MAOB,MAOB,Homo sapiens
Q02750,MAP2K1,MAP2K1,Homo sapiens
Q02750,MAP2K1/MAP2K2,MAP2K1,Homo sapiens
P36507,MAP2K1/MAP2K2,MAP2K2,Homo sapiens
Q02750,MAP2K1/RAF1,MAP2K1,Homo sapiens
P04049,MAP2K1/RAF1,RAF1,Homo sapiens
P36507,MAP2K2,MAP2K2,Homo sapiens
P46734,MAP2K3,MAP2K3,Homo sapiens
P45985,MAP2K4,MAP2K4,Homo sapiens
P52564,MAP2K6,MAP2K6,Homo sapiens
Q02779,MAP3K10,MAP3K10,Homo sapiens
Q16584,MAP3K11,MAP3K11,Homo sapiens
Q12852,MAP3K12,MAP3K12,Homo sapiens
Q99558,MAP3K14,MAP3K14,Homo sapiens
Q9NYL2,MAP3K20,MAP3K20,Homo sapiens
Q9Y6R4,MAP3K4,MAP3K4,Homo sapiens
Q99683,MAP3K5,MAP3K5,Homo sapiens
P80192,MAP3K9,MAP3K9,Homo sapiens
Q92918,MAP4K1,MAP4K1,Homo sapiens
Q8IVH8,MAP4K3,MAP4K3,Homo sapiens
O95819,MAP4K4,MAP4K4,Homo sapiens
Q9Y4K4,MAP4K5,MAP4K5,Homo sapiens
P28482,MAPK1,MAPK1,Homo sapiens
P53779,MAPK10,MAPK10,Homo sapiens
Q15759,MAPK11,MAPK11,Homo sapiens
P53778,MAPK12,MAPK12,Homo sapiens
Q15759,MAPK13/MAPK14/MAPK11/MAPK12,MAPK11,Homo sapiens
P53778,MAPK13/MAPK14/MAPK11/MAPK12,MAPK12,Homo sapiens
O15264,MAPK13/MAPK14/MAPK11/MAPK12,MAPK13,Homo sapiens
Q16539,MAPK13/MAPK14/MAPK11/MAPK12,MAPK14,Homo sapiens
Q16539,MAPK14,MAPK14,Homo sapiens
Q8TD08,MAPK15,MAPK15,Homo sapiens
P27361,MAPK3,MAPK3,Homo sapiens
P31152,MAPK4,MAPK4,Homo sapiens
Q16659,MAPK6,MAPK6,Homo sapiens
Q13164,MAPK7,MAPK7,Homo sapiens
P45983,MAPK8,MAPK8,Homo sapiens
P45984,MAPK9,MAPK9,Homo sapiens
P53779,MAPK9/MAPK10/MAPK8,MAPK10,Homo sapiens
P45983,MAPK9/MAPK10/MAPK8,MAPK8,Homo sapiens
P45984,MAPK9/MAPK10/MAPK8,MAPK9,Homo sapiens
P49137,MAPKAPK2,MAPKAPK2,Homo sapiens
P10636,MAPT,MAPT,Homo sapiens
Q9P0L2,MARK1,MARK1,Homo sapiens
Q7KZI7,MARK2,MARK2,Homo sapiens
P27448,MARK3,MARK3,Homo sapiens
Q96L34,MARK4,MARK4,Homo sapiens
Q05BQ5,MBTD1,MBTD1,Homo sapiens
Q99705,MCHR1,MCHR1,Homo sapiens
Q07820,MCL1,MCL1,Homo sapiens
Q00987,MDM2,MDM2,Homo sapiens
Q00987,MDM2/TP53,MDM2,Homo sapiens
P04637,MDM2/TP53,TP53,Homo sapiens
O15151,MDM4/TP53,MDM4,Homo sapiens
P04637,MDM4/TP53,TP53,Homo sapiens
P48163,ME1,ME1,Homo sapiens
Q14680,MELK,MELK,Homo sapiens
Q12866,MERTK,MERTK,Homo sapiens
P08581,MET,MET,Homo sapiens
P50579,METAP2,METAP2,Homo sapiens
Q99685,MGLL,MGLL,Homo sapiens
P16455,MGMT,MGMT,Homo sapiens
P03971,MIF,MIF,Homo sapiens
Q9BUB5,MKNK1,MKNK1,Homo sapiens
Q9HBH9,MKNK2,MKNK2,Homo sapiens
O43193,MLNR,MLNR,Homo sapiens
Q9UH92,MLX,MLX,Homo sapiens
P08473,MME,MME,Homo sapiens
P03956,MMP1,MMP1,Homo sapiens
P09238,MMP10,MMP10,Homo sapiens
P39900,MMP12,MMP12,Homo sapiens
P45452,MMP13,MMP13,Homo sapiens
P50281,MMP14,MMP14,Homo sapiens
P51511,MMP15,MMP15,Homo sapiens
P51512,MMP16,MMP16,Homo sapiens
P08253,MMP2,MMP2,Homo sapiens
Q9NRE1,MMP26,MMP26,Homo sapiens
P08254,MMP3,MMP3,Homo sapiens
P09237,MMP7,MMP7,Homo sapiens
P22894,MMP8,MMP8,Homo sapiens
P14780,MMP9,MMP9,Homo sapiens
Q2M385,MPEG1,MPEG1,Homo sapiens
P29372,MPG,MPG,Homo sapiens
P34949,MPI,MPI,Homo sapiens
Q04912,MST1R,MST1R,Homo sapiens
P00403,MT-CO2,MT-CO2,Homo sapiens
P48039,MTNR1A,MTNR1A,Homo sapiens
P49286,MTNR1B,MTNR1B,Homo sapiens
P42345,MTOR,MTOR,Homo sapiens
P55157,MTTP,MTTP,Homo sapiens
O15146,MUSK,MUSK,Homo sapiens
P01106,MYC,MYC,Homo sapiens
Q15746,MYLK,MYLK,Homo sapiens
Q9H1R3,MYLK2,MYLK2,Homo sapiens
Q86YV6,MYLK4,MYLK4,Homo sapiens
Q8NEV4,MYO3A,MYO3A,Homo sapiens
Q8WXR4,MYO3B,MYO3B,Homo sapiens
Q99640,MYT1,MYT1,Homo sapiens
Q15746,Mylk,Mylk,Homo sapiens
P43490,NAMPT,NAMPT,Homo sapiens
O15379,NCOR1/HDAC3,HDAC3,Homo sapiens
O75376,NCOR1/HDAC3,NCOR1,Homo sapiens
O15379,NCOR2/HDAC3,HDAC3,Homo sapiens
Q9Y618,NCOR2/HDAC3,NCOR2,Homo sapiens
Q9Y618,NCOR2/PPARG,NCOR2,Homo sapiens
P37231,NCOR2/PPARG,PPARG,Homo sapiens
Q96PY6,NEK1,NEK1,Homo sapiens
P51955,NEK2,NEK2,Homo sapiens
Q6P3R8,NEK5,NEK5,Homo sapiens
Q9HC98,NEK6,NEK6,Homo sapiens
Q8TDX7,NEK7,NEK7,Homo sapiens
Q8TD19,NEK9,NEK9,Homo sapiens
Q9Y3R4,NEU2,NEU2,Homo sapiens
Q9UQ49,NEU3,NEU3,Homo sapiens
Q14145,NFE2L2/KEAP1,KEAP1,Homo sapiens
Q16236,NFE2L2/KEAP1,NFE2L2,Homo sapiens
P19838,NFKB1,NFKB1,Homo sapiens
P19838,NFKB1/RELA/NFKB2,NFKB1,Homo sapiens
Q00653,NFKB1/RELA/NFKB2,NFKB2,Homo sapiens
Q04206,NFKB1/RELA/NFKB2,RELA,Homo sapiens
P25963,NFKBIA,NFKBIA,Homo sapiens
Q9UBE8,NLK,NLK,Homo sapiens
Q9GZQ4,NMUR2,NMUR2,Homo sapiens
Q9Y239,NOD1,NOD1,Homo sapiens
P29475,NOS1,NOS1,Homo sapiens
P35228,NOS2,NOS2,Homo sapiens
P29474,NOS3,NOS3,Homo sapiens
O15118,NPC1,NPC1,Homo sapiens
Q9UHC9,NPC1L1,NPC1L1,Homo sapiens
Q9GZQ6,NPFFR1,NPFFR1,Homo sapiens
Q9Y5X5,NPFFR2,NPFFR2,Homo sapiens
Q9UM73,NPM1/ALK,ALK,Homo sapiens
P06748,NPM1/ALK,NPM1,Homo sapiens
Q6W5P4,NPSR1,NPSR1,Homo sapiens
P25929,NPY1R,NPY1R,Homo sapiens
P49146,NPY2R,NPY2R,Homo sapiens
P15559,NQO1,NQO1,Homo sapiens
P16083,NQO2,NQO2,Homo sapiens
P55055,NR1H2,NR1H2,Homo sapiens
Q13133,NR1H3,NR1H3,Homo sapiens
Q96RI1,NR1H4,NR1H4,Homo sapiens
O75469,NR1I2,NR1I2,Homo sapiens
P04150,NR3C1,NR3C1,Homo sapiens
P08235,NR3C2,NR3C2,Homo sapiens
P43354,NR4A2,NR4A2,Homo sapiens
P04629,NTRK1,NTRK1,Homo sapiens
Q16620,NTRK2,NTRK2,Homo sapiens
Q16288,NTRK3,NTRK3,Homo sapiens
P30989,NTSR1,NTSR1,Homo sapiens
O95665,NTSR2,NTSR2,Homo sapiens
O60285,NUAK1,NUAK1,Homo sapiens
Q9H093,NUAK2,NUAK2,Homo sapiens
P11926,ODC1,ODC1,Homo sapiens
P41143,OPRD1,OPRD1,Homo sapiens
P41145,OPRK1,OPRK1,Homo sapiens
P41146,OPRL1,OPRL1,Homo sapiens
P35372,OPRM1,OPRM1,Homo sapiens
P30559,OXTR,OXTR,Homo sapiens
Q9UBL9,P2RX2,P2RX2,Homo sapiens
Q99571,P2RX4,P2RX4,Homo sapiens
Q99572,P2RX7,P2RX7,Homo sapiens
Q9H244,P2RY12,P2RY12,Homo sapiens
Q13153,PAK1,PAK1,Homo sapiens
Q13177,PAK2,PAK2,Homo sapiens
O75914,PAK3,PAK3,Homo sapiens
O96013,PAK4,PAK4,Homo sapiens
Q9NQU5,PAK5,PAK5,Homo sapiens
Q9NQU5,PAK6,PAK6,Homo sapiens
P09874,PARP1,PARP1,Homo sapiens
Q9UGN5,PARP2,PARP2,Homo sapiens
Q9Y6F1,PARP3,PARP3,Homo sapiens
Q86U86,PBRM1,PBRM1,Homo sapiens
P12004,PCNA,PCNA,Homo sapiens
Q9Y233,PDE10A,PDE10A,Homo sapiens
Q9HCR9,PDE11A,PDE11A,Homo sapiens
P54750,PDE1A,PDE1A,Homo sapiens
P54750,PDE1B/PDE1A/PDE1C,PDE1A,Homo sapiens
Q01064,PDE1B/PDE1A/PDE1C,PDE1B,Homo sapiens
Q14123,PDE1B/PDE1A/PDE1C,PDE1C,Homo sapiens
O00408,PDE2A,PDE2A,Homo sapiens
Q14432,PDE3A,PDE3A,Homo sapiens
Q14432,PDE3A/PDE3B,PDE3A,Homo sapiens
Q13370,PDE3A/PDE3B,PDE3B,Homo sapiens
Q13370,PDE3B,PDE3B,Homo sapiens
P27815,PDE4A,PDE4A,Homo sapiens
Q07343,PDE4B,PDE4B,Homo sapiens
Q08493,PDE4C,PDE4C,Homo sapiens
Q08499,PDE4D,PDE4D,Homo sapiens
P27815,PDE4D/PDE4A/PDE4B/PDE4C,PDE4A,Homo sapiens
Q07343,PDE4D/PDE4A/PDE4B/PDE4C,PDE4B,Homo sapiens
Q08493,PDE4D/PDE4A/PDE4B/PDE4C,PDE4C,Homo sapiens
Q08499,PDE4D/PDE4A/PDE4B/PDE4C,PDE4D,Homo sapiens
O76074,PDE5A,PDE5A,Homo sapiens
P16499,PDE6B/PDE6A/PDE6H/PDE6C/PDE6D/PDE6G,PDE6A,Homo sapiens
P35913,PDE6B/PDE6A/PDE6H/PDE6C/PDE6D/PDE6G,PDE6B,Homo sapiens
P51160,PDE6B/PDE6A/PDE6H/PDE6C/PDE6D/PDE6G,PDE6C,Homo sapiens
