inchikey	name	smiles	chembl_id	cansar_id	portal_path	published_date	pains	toxicophore	rating_in_cell	rating_in_organism	rating_count	reference	source_db
HAGVCKULCLQGRF-UHFFFAOYSA-N	Pifithrin-alpha	Br.Cc1ccc(C(=O)Cn2c3c(sc2=N)CCCC3)cc1		1244293	unsuitables/pifithrin-alpha	2017-07-08	Yes	No	0	0	0		Chemical Probes Portal
IMUKUMUNZJILCG-UHFFFAOYSA-N	Pifithrin-beta	Cc1ccc(-c2cn3c4c(sc3n2)CCCC4)cc1		1118708	unsuitables/pifithrin-beta	2017-07-08	No	No	0	0	0		Chemical Probes Portal
MMBSCBVEHMETSA-GDAWTGGTSA-N	MCB-613	CCC1C/C(=C\c2cccnc2)C(=O)/C(=C/c2cccnc2)C1		1433969	unsuitables/mcb-613	2017-07-08	Yes	No	0	0	0		Chemical Probes Portal
LUYWAGVRXKSNLL-DEOSSOPVSA-N	K4F	CC1(C)OC(=O)N(c2ccc(C(=O)Nc3cccc4cccnc34)cc2)[C@H]1c1ccccc1	CHEMBL2381958	528188	unsuitables/k4f	2017-07-08	No	No	0	0	0		Chemical Probes Portal
FDQXEDMRIBACLZ-UHFFFAOYSA-N	CHEMBL3414768 	NC(=O)c1cccc(NC(=O)C2=C(C(=O)O)CCC2)c1		1221513	unsuitables/chembl3414768	2017-07-08	No	No	0	0	0		Chemical Probes Portal
GNFSYBNDPOBXLJ-PLNGDYQASA-N	CHEMBL2179989	NC(=O)c1cccc(NC(=O)/C=C\C(=O)O)c1		1054590	unsuitables/chembl2179989	2017-07-08	No	Yes	0	0	0		Chemical Probes Portal
HWTVYWVFOWWESR-GFCCVEGCSA-N	CHEMBL3092538 	C[C@@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccn1		1550908	unsuitables/chembl3092538	2017-07-08	No	No	0	0	0		Chemical Probes Portal
HRYKZAKEAVZGJD-UHFFFAOYSA-N	CHEMBL483348	Cc1nc2c(c(=O)[nH]1)CSCC2	CHEMBL483348	8926	unsuitables/chembl483348	2017-07-08	No	No	0	0	0		Chemical Probes Portal
VBHDTUSGPSUCNL-KRWDZBQOSA-N	CHEMBL3092523 	COC(=O)[C@H](Cc1ccccc1)NC(=O)CCc1nc2ccccc2c(=O)[nH]1		114471	unsuitables/chembl3092523	2017-07-08	No	No	0	0	0		Chemical Probes Portal
HWTVYWVFOWWESR-LBPRGKRZSA-N	CHEMBL3092539 	C[C@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccn1		1550909	unsuitables/chembl3092539	2017-07-08	No	No	0	0	0		Chemical Probes Portal
NMZRTRAYSHQMPR-UHFFFAOYSA-N	CHEMBL3416132	O=C1NCCc2ccc(Cl)cc21		14467	unsuitables/chembl3416132	2017-07-08	No	No	0	0	0		Chemical Probes Portal
ZHXIMGYEMBZGOI-UHFFFAOYSA-N	NSC-93392	O=c1cc(-c2ccc(F)cc2)oc2ccccc12		1065940	unsuitables/nsc-93392	2017-07-08	No	No	0	0	0		Chemical Probes Portal
DTMHAFMUJHYVGK-UHFFFAOYSA-N	CHEMBL3589281 	CN1CCCc2c1cc(-c1ccccc1)[nH]c2=O		1107538	unsuitables/chembl3589281	2017-07-08	No	No	0	0	0		Chemical Probes Portal
KXSIHXHEHABEJX-UHFFFAOYSA-N	A-620223	CCCN1CCC(c2nc3cccc(C(N)=O)c3[nH]2)CC1		1308630	unsuitables/620223	2017-07-08	No	No	0	0	0		Chemical Probes Portal
IJAPPYDYQCXOEF-UHFFFAOYSA-N	Phthalazinone	Oc1nncc2ccccc12	CHEMBL124706	89399	unsuitables/phthalazinone	2017-07-08	No	No	0	0	0		Chemical Probes Portal
ZLYVTQGSZRQZLA-UHFFFAOYSA-N	GJW	O=c1[nH]c2cc(CN3CCCC3)ccc2n2cccc12		1181168	unsuitables/gjw	2017-07-08	No	No	0	0	0		Chemical Probes Portal
NVVWVYYHTKCIAE-UHFFFAOYSA-N	BZC	COc1cccc(-c2nc3c(C(N)=O)cccc3[nH]2)c1		1166997	unsuitables/bzc	2017-07-08	No	No	0	0	0		Chemical Probes Portal
GLBZSOQDAOLMGC-UHFFFAOYSA-N	AMG-458	COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1	CHEMBL460472	817363	unsuitables/amg-458	2017-07-08	No	No	0	0	0		Chemical Probes Portal
AXRCEOKUDYDWLF-UHFFFAOYSA-N	Enzastaurin	Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21	CHEMBL300138	795308	unsuitables/enzastaurin	2017-07-08	No	Yes	0	0	0		Chemical Probes Portal
VHBFFQKBGNRLFZ-UHFFFAOYSA-N	Flavone	O=c1cc(-c2ccccc2)oc2ccccc12		1109148	unsuitables/flavone	2017-07-08	No	No	0	0	0		Chemical Probes Portal
WHTVZRBIWZFKQO-UHFFFAOYSA-N	Chloroquine	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12		1305871	unsuitables/chloroquine	2017-07-08	No	No	0	0	0		Chemical Probes Portal
PPOQMSJVMJCEAI-UHFFFAOYSA-N	AJ4	Cc1cc(=O)[nH]c2cc(-c3ccccc3F)ccc12		1146534	unsuitables/aj4	2017-07-08	No	No	0	0	0		Chemical Probes Portal
GNFSYBNDPOBXLJ-SNAWJCMRSA-N	CHEMBL2179988 	NC(=O)c1cccc(NC(=O)/C=C/C(=O)O)c1		1054589	unsuitables/chembl2179988	2017-07-08	No	Yes	0	0	0		Chemical Probes Portal
NZSKSXWSNJEOQY-UHFFFAOYSA-N	CHEMBL3593715	O=c1[nH]c(N2CCN(Cc3ccncc3)CC2)nc2c1CCCC2		1570026	unsuitables/chembl3593715	2017-07-08	No	No	0	0	0		Chemical Probes Portal
INPZIMSQNZGLHQ-JTQLQIEISA-N	CHEMBL3092521 	CC[C@@H](CO)NC(=O)CCc1nc2ccccc2c(=O)[nH]1		1284750	unsuitables/chembl3092521	2017-07-08	No	No	0	0	0		Chemical Probes Portal
YAXDRRKYLDEMKO-INIZCTEOSA-N	CHEMBL3092544	CC[C@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccc1		1653084	unsuitables/chembl3092544	2017-07-08	No	No	0	0	0		Chemical Probes Portal
XFDUHJPVQKIXHO-UHFFFAOYSA-N	3-Aminobenzoic Acid	Nc1cccc(C(=O)O)c1	CHEMBL307782	56288	unsuitables/3-aminobenzoic-acid	2017-07-08	No	No	0	0	0		Chemical Probes Portal
YWPMKTWUFVOFPL-UHFFFAOYSA-N	CHEMBL1688212 	O=C1NCCc2ccccc21	CHEMBL1688212	3985	unsuitables/chembl1688212	2017-07-08	No	No	0	0	0		Chemical Probes Portal
ISZWRZGKEWQACU-UHFFFAOYSA-N	NSC-22356	O=c1cc(-c2cccc(O)c2)oc2ccccc12		1068678	unsuitables/nsc-22356	2017-07-08	No	No	0	0	0		Chemical Probes Portal
PVFGJHYLIHMCQD-UHFFFAOYSA-N	CHEMBL301624	O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)ccc12		1172273	unsuitables/chembl301624	2017-07-08	Yes	Yes	0	0	0		Chemical Probes Portal
SQVXWIUVAILQRH-UHFFFAOYSA-N	NSC-123414	COc1ccc(-c2cc(=O)c3ccc(O)cc3o2)cc1		1161709	unsuitables/nsc-123414	2017-07-08	No	No	0	0	0		Chemical Probes Portal
ZGSXEXBYLJIOGF-ALFLXDJESA-N	IWR-1	O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)[C@H]3[C@H]4C=C[C@H](C4)[C@H]3C2=O)cc1	CHEMBL562310	344422	unsuitables/iwr-1	2017-07-08	No	Yes	0	0	0		Chemical Probes Portal
PISBNXWDAGANOP-UHFFFAOYSA-N	AG-014376	CN(C)Cc1ccc(-c2cc3cccc4c3n2CCNC4=O)cc1		1499401	unsuitables/ag-014376	2017-07-08	No	No	0	0	0		Chemical Probes Portal
HGEPGGJUGUMFHT-UHFFFAOYSA-N	KU-0058948	O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCCNCC1		1903925	unsuitables/ku-0058948	2017-07-08	No	No	0	0	0		Chemical Probes Portal
YQSZNYLPVBOGPO-UHFFFAOYSA-N	KU-58684	O=C1CCC(=O)N1c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F		1696288	unsuitables/ku-58684	2017-07-08	No	No	0	0	0		Chemical Probes Portal
SDXBGOVSVBZDFL-UHFFFAOYSA-N	CEP-6800	NCc1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4		1401652	unsuitables/cep-6800	2017-07-08	No	Yes	0	0	0		Chemical Probes Portal
UVSVTDVJQAJIFG-VURMDHGXSA-N	LFM-A13	C/C(O)=C(\C#N)C(=O)Nc1cc(Br)ccc1Br	CHEMBL228043	99599	unsuitables/lfm-a13	2017-07-08	No	Yes	0	0	0		Chemical Probes Portal
ZRWNRAJCPNLYAK-UHFFFAOYSA-N	4-Bromo-Benzamide	NC(=O)c1ccc(Br)cc1	CHEMBL339059	56360	unsuitables/4-bromo-benzamide	2017-07-08	No	No	0	0	0		Chemical Probes Portal
SQCWABLHLAOJBR-UHFFFAOYSA-N	WLH	CN1CCN(c2nc3c(c(=O)[nH]2)CCCC3)CC1		1107542	unsuitables/wlh	2017-07-08	No	No	0	0	0		Chemical Probes Portal
LPTGUSPVGHUCQF-UHFFFAOYSA-N	RUSKI-41	C=CCNCC(=O)N1CCc2sccc2C1COc1ccc(Cl)c(C)c1		3312888	unsuitables/ruski-41	2020-03-05	No	No	0	0	0	https://doi.org/10.1021/acschembio.6b00896	Chemical Probes Portal
AEENEMOEBJOKGN-UHFFFAOYSA-N	RUSKI-43	CCC(C)CNCC(=O)N1CCc2sccc2C1COc1cccc(C)c1		1861430	unsuitables/ruski-43	2020-03-05	No	No	0	0	0	https://doi.org/10.1021/acschembio.6b00896	Chemical Probes Portal
AYUNIORJHRXIBJ-TXHRRWQRSA-N	Tanespimycin (17-AAG)	C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O	CHEMBL109480	866964	unsuitables/tanespimycin-17-aag	2020-12-02	Yes	Yes	0	0	0		Chemical Probes Portal
CYPYTURSJDMMMP-WVCUSYJESA-N	Tris-DBA palladium	O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Pd].[Pd]		3313089	unsuitables/tris-dba-palladium	2021-05-27	No	Yes	0	0	0		Chemical Probes Portal
XUSDVLHKNBOGJY-UHFFFAOYSA-N	D-NMAPPD	CCCCCCCCCCCCCC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1	CHEMBL2142864	296713	unsuitables/d-nmappd	2021-05-27	No	Yes	0	0	0		Chemical Probes Portal
JYZJYKOZGGEXSX-UHFFFAOYSA-N	2-hydroxymyristic acid	CCCCCCCCCCCCC(O)C(=O)O		1052019	unsuitables/2-hydroxymyristic-acid	2021-05-27	No	Yes	0	0	0		Chemical Probes Portal
CSWHYHPUEDNIQY-UHFFFAOYSA-N	iHAP1	COc1ccc(C(=O)N2c3ccccc3Sc3ccc(Cl)cc32)cc1		1610895	unsuitables/ihap1	2022-09-21	No	No	0	0	0		Chemical Probes Portal
PHCFSFBQEROREL-BQBZGAKWSA-N	Talabostat	CC[C@H](N)C(=O)N1CCC[C@H]1B(O)O		27596	unsuitables/talabostat	2021-03-29	No	Yes	0	0	0		Chemical Probes Portal
WGKGADVPRVLHHZ-ZHRMCQFGSA-N	DT-061	O=S(=O)(N[C@@H]1CCC[C@H](N2c3ccccc3Oc3ccccc32)[C@H]1O)c1ccc(OC(F)(F)F)cc1	CHEMBL4450419	2912974	unsuitables/dt-061	2022-09-21	No	No	0	0	0		Chemical Probes Portal
QMGUOJYZJKLOLH-UHFFFAOYSA-N	GF109203X	CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21	CHEMBL7463	321917	unsuitables/gf109203x	2017-07-20	No	Yes	0	0	0		Chemical Probes Portal
QGZYDVAGYRLSKP-UHFFFAOYSA-N	Ricolinostat	O/N=C(\O)CCCCCC/N=C(\O)c1cnc(N(c2ccccc2)c2ccccc2)nc1		3450665	unsuitables/ricolinostat	2023-01-12	No	Yes	0	0	0		Chemical Probes Portal
OBKXEAXTFZPCHS-UHFFFAOYSA-N	Phenylbutyrate	O=C(O)CCCc1ccccc1	CHEMBL1469	7664	unsuitables/phenylbutyrate	2023-03-31	No	No	0	0	0		Chemical Probes Portal
DGEZNRSVGBDHLK-UHFFFAOYSA-N	PHENANTHROLINE	c1cnc2c(c1)ccc1cccnc12	CHEMBL415879	31029	unsuitables/phenanthroline	2023-05-09	No	No	0	0	0		Chemical Probes Portal
GSCPDZHWVNUUFI-UHFFFAOYSA-N	3-AMINOBENZAMIDE	NC(=O)c1cccc(N)c1	CHEMBL81977	67064	unsuitables/3-aminobenzamide	2017-02-01	No	No	0	0	0		Chemical Probes Portal
TUCIOBMMDDOEMM-RIYZIHGNSA-N	AG490	N#CC(=C\c1ccc(O)c(O)c1)/C(O)=N/Cc1ccccc1		3444910	unsuitables/ag490	2024-02-19	Yes	Yes	0	0	0		Chemical Probes Portal
HKSZLNNOFSGOKW-FYTWVXJKSA-N	Staurosporine	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	CHEMBL388978	624063	unsuitables/staurosporine	2016-12-09	No	No	0	0	0		Chemical Probes Portal
OPQRFPHLZZPCCH-PGMHBOJBSA-N	LDN-57444	CC(=O)O/N=C1\C(=O)N(Cc2cc(Cl)ccc2Cl)c2ccc(Cl)cc21		1660579	unsuitables/ldn-57444	2023-06-19	No	Yes	0	0	0		Chemical Probes Portal
PCOXPBOKDABARQ-UHFFFAOYSA-N	NSC617145	CC(C)(CN1C(=O)C(Cl)=C(Cl)C1=O)CN1C(=O)C(Cl)=C(Cl)C1=O		1443338	unsuitables/nsc617145	2024-08-14	No	Yes	0	0	0		Chemical Probes Portal
YXEWPGYLMHXLPS-UHFFFAOYSA-N	NSC19630	CCC(=O)OCN1C(=O)C=CC1=O		20808	unsuitables/nsc19630	2024-08-14	No	Yes	0	0	0		Chemical Probes Portal
WMCOYUSJXXCHFH-UHFFFAOYSA-N	ML216	O=C(Nc1ccc(F)c(C(F)(F)F)c1)Nc1nnc(-c2ccncc2)s1		1756830	unsuitables/ml216	2024-08-14	No	No	0	0	0		Chemical Probes Portal
HUQKUJNSVHEHIH-UHFFFAOYSA-N	AN2	O=c1cc(-c2ccccc2)c2c(O)cc(O)cc2o1		1129932	unsuitables/an2	2024-12-12	No	No	0	0	0		Chemical Probes Portal
LMXYVLFTZRPNRV-KMKOMSMNSA-N	GW-5074	O=C1Nc2ccc(I)cc2/C1=C/c1cc(Br)c(O)c(Br)c1		1236171	unsuitables/gw-5074	2024-12-12	No	No	0	0	0		Chemical Probes Portal
GPKLWRHHVIBYEO-KMKOMSMNSA-N	AN1	O=C1Nc2ccc(Br)cc2/C1=C/c1cc(O)c(O)c(Br)c1	CHEMBL5285058	4205887	unsuitables/an1	2024-12-12	Yes	Yes	0	0	0		Chemical Probes Portal
CZQHHVNHHHRRDU-UHFFFAOYSA-N	LY294002	O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12		1394412	unsuitables/ly294002	2016-12-15	No	No	0	0	0		Chemical Probes Portal
