inchikey	organism	dose_value	dose_unit	route	dose_raw	source_db	source
IRTDIKMSKMREGO-OAHLLOKOSA-N	Other	10	mg/kg	IP	1 mg/Kg (IV), 10 mg/Kg (PO), 10 mg/Kg (IP)	Chemical Probes Portal	
CDOOFZZILLRUQH-GDLZYMKVSA-N	Other	30	mg/kg		30-100 mg/Kg	Chemical Probes Portal	
VMJFTOSOFDEKTM-UHFFFAOYSA-N	Other	100	mg/kg		10, 30, 100 mg/Kg	Chemical Probes Portal	
WKIALOXOAZXGMG-UHFFFAOYSA-N	Other	0.1	mg/kg		0.1-10 mg/Kg	Chemical Probes Portal	
KNLROUBMVYVLGX-UHFFFAOYSA-N	Other	40	mg/kg		40 mg/kg	Chemical Probes Portal	
GSGDUDAFETZSPM-IATAILRESA-N	Mouse	1	mg/kg	IV	1 mg/kg IV, 5 mg/kg PO	Chemical Probes Portal	
GSGDUDAFETZSPM-IATAILRESA-N	Mouse	5	mg/kg	PO	1 mg/kg IV, 5 mg/kg PO	Chemical Probes Portal	
PWBHUSLMHZLGRN-UHFFFAOYSA-N	Other	2	mg/kg		2 mg/Kg (M, R); 1 mg/Kg (Cyno)	Chemical Probes Portal	
PWBHUSLMHZLGRN-UHFFFAOYSA-N	Other	1	mg/kg		2 mg/Kg (M, R); 1 mg/Kg (Cyno)	Chemical Probes Portal	
WCPTUQOMNJBIET-CALCHBBNSA-N	Other	25	mg/kg	IV	25 mg/kg IV (mouse)	Chemical Probes Portal	
NWGMIELHSCQGOG-ZDUSSCGKSA-N	Other					Chemical Probes Portal	
OHRDCQFCAWLDBP-SBUREZEXSA-N	Other	1	mg/kg		1-10 mg/Kg	Chemical Probes Portal	
KKFFOOWORPUAJB-NVXWUHKLSA-N	Mouse	20	mg/kg		20 mg/Kg	Chemical Probes Portal	
BNTAEJNPQLMGDJ-LLVKDONJSA-N	Other	30	mg/kg		30 mg/Kg, 10 mg/Kg, 5 mg/Kg	Chemical Probes Portal	
BNTAEJNPQLMGDJ-LLVKDONJSA-N	Other	10	mg/kg		30 mg/Kg, 10 mg/Kg, 5 mg/Kg	Chemical Probes Portal	
BNTAEJNPQLMGDJ-LLVKDONJSA-N	Other	5	mg/kg		30 mg/Kg, 10 mg/Kg, 5 mg/Kg	Chemical Probes Portal	
WXRGFPHDRFQODR-ICLZECGLSA-N	Mouse	50	mg/mL		50 mg/mL continuous infusion	Chemical Probes Portal	
NSQSAUGJQHDYNO-UHFFFAOYSA-N	Mouse	125	mg/kg		125-500 mg/kg	Chemical Probes Portal	
LQTWDAYNGMMHLV-UHFFFAOYSA-N	Mouse	5	mg/kg	IV	5 mg/Kg IV, 10 mg/Kg PO, 75 mg/Kg IP	Chemical Probes Portal	
LQTWDAYNGMMHLV-UHFFFAOYSA-N	Mouse	10	mg/kg	PO	5 mg/Kg IV, 10 mg/Kg PO, 75 mg/Kg IP	Chemical Probes Portal	
LQTWDAYNGMMHLV-UHFFFAOYSA-N	Mouse	75	mg/kg	IP	5 mg/Kg IV, 10 mg/Kg PO, 75 mg/Kg IP	Chemical Probes Portal	
HPODOLXTMDHLLC-QGZVFWFLSA-N	Mouse	1	mg/kg	IV	1 mg/kg (IV), 100 mg/kg (PO)	Chemical Probes Portal	
HPODOLXTMDHLLC-QGZVFWFLSA-N	Mouse	100	mg/kg	PO	1 mg/kg (IV), 100 mg/kg (PO)	Chemical Probes Portal	
PTPNCCWOTBBVJR-UHFFFAOYSA-N	Mouse	10	ug		10 ug/Mouse	Chemical Probes Portal	
ATFQBBCQZKVZJN-QMMMGPOBSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
ATFQBBCQZKVZJN-QMMMGPOBSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
ATFQBBCQZKVZJN-QMMMGPOBSA-N	Rat	50	mg/kg		50 mg/Kg	Chemical Probes Portal	
ATFQBBCQZKVZJN-QMMMGPOBSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
ATFQBBCQZKVZJN-QMMMGPOBSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
ATFQBBCQZKVZJN-QMMMGPOBSA-N	Mouse	50	mg/kg		50 mg/Kg	Chemical Probes Portal	
QLPHOXTXAKOFMU-WBVHZDCISA-N	Mouse	100	mg/kg		100 mg/kg	Chemical Probes Portal	
VOVZXURTCKPRDQ-CQSZACIVSA-N	Other	30	mg/kg	PO	1 (M), 2(R), 1(D) mg/Kg IV, 30 (M), 30 (R), 15 (D) 30 mg/Kg PO	Chemical Probes Portal	
IIQUYGWWHIHOCF-UHFFFAOYSA-N	Other	20	mg/kg		20 mg/kg	Chemical Probes Portal	
OINGHOPGNMYCAB-INIZCTEOSA-N	Other					Chemical Probes Portal	
JBGYKRAZYDNCNV-UHFFFAOYSA-N	Mouse	10	mg/kg		10 - 50 mg/Kg	Chemical Probes Portal	
DMIDPTCQPIJYFE-UHFFFAOYSA-N	Mouse	30	mg/mL		30 mg/mL	Chemical Probes Portal	
HSVRUECLQUGTDS-UHFFFAOYSA-N	Other	10	mg/kg		10-200 mg/Kg	Chemical Probes Portal	
NVGROBHDOYRPAN-FPTDNZKUSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
NVGROBHDOYRPAN-FPTDNZKUSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
NVGROBHDOYRPAN-FPTDNZKUSA-N	Rat	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
NVGROBHDOYRPAN-FPTDNZKUSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
NVGROBHDOYRPAN-FPTDNZKUSA-N	Dog	0.3	mg/kg		0.3 mg/Kg	Chemical Probes Portal	
NVGROBHDOYRPAN-FPTDNZKUSA-N	Dog	0.1	mg/kg		0.1 mg/Kg	Chemical Probes Portal	
VKQBTIMLSDGNLG-QHCPKHFHSA-N	Rat	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
VKQBTIMLSDGNLG-QHCPKHFHSA-N	Rat	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	
ZNNLBTZKUZBEKO-UHFFFAOYSA-N	Other	10	mg/kg		0.4, 1, 10 mg/Kg	Chemical Probes Portal	
FAEKWTJYAYMJKF-QHCPKHFHSA-N	Rat	1	mg/kg		1 mg/kg	Chemical Probes Portal	
LYPAFUINURXJSG-AWEZNQCLSA-N	Other	5	mg/kg	PO	1.1 (R) - 1.2 (M) mg/Kg, 2.1 (R) - 1.9 (M) mg/Kg, Reviewer suggested 5-50 mg/Kg PO	Chemical Probes Portal	
JGWRKYUXBBNENE-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
JGWRKYUXBBNENE-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
JGWRKYUXBBNENE-UHFFFAOYSA-N	Mouse	50	mg/kg		50 mg/Kg	Chemical Probes Portal	
JGWRKYUXBBNENE-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
JGWRKYUXBBNENE-UHFFFAOYSA-N	Rat	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
JGWRKYUXBBNENE-UHFFFAOYSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
JGWRKYUXBBNENE-UHFFFAOYSA-N	Dog	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
JGWRKYUXBBNENE-UHFFFAOYSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
JGWRKYUXBBNENE-UHFFFAOYSA-N	Monkey (Cynomolgus)	160	mg/kg		160 mg/Kg	Chemical Probes Portal	
RZLXOEIALAVGKH-UHFFFAOYSA-N	Mouse	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
RZLXOEIALAVGKH-UHFFFAOYSA-N	Mouse	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
RZLXOEIALAVGKH-UHFFFAOYSA-N	Rat	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
RZLXOEIALAVGKH-UHFFFAOYSA-N	Rat	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
ZKIQFLSGMMYCGS-SANMLTNESA-N	Rat	30	mg/kg	IV	1, 10, 30 mg/Kg, 1.1 (IV), 2.2 (PO) mg/Kg	Chemical Probes Portal	
NFHSJYKXENYICE-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
NFHSJYKXENYICE-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
NFHSJYKXENYICE-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
NFHSJYKXENYICE-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
NFHSJYKXENYICE-UHFFFAOYSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
NFHSJYKXENYICE-UHFFFAOYSA-N	Rat	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
GOVYBPLHWIEHEJ-UHFFFAOYSA-N	Mouse	5	mg/kg	IV	5 mg/Kg IV, 30 mg/Kg Oral	Chemical Probes Portal	
GOVYBPLHWIEHEJ-UHFFFAOYSA-N	Mouse	30	mg/kg	PO	5 mg/Kg IV, 30 mg/Kg Oral	Chemical Probes Portal	
OJQMKCBWYCWFPU-UHFFFAOYSA-N	Rat	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
OJQMKCBWYCWFPU-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
OJQMKCBWYCWFPU-UHFFFAOYSA-N	Dog	1	mg/kg		1 mg/kg	Chemical Probes Portal	
OJQMKCBWYCWFPU-UHFFFAOYSA-N	Dog	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
OJQMKCBWYCWFPU-UHFFFAOYSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
WXTJCPHELGTTJU-FMKPAKJESA-N	Mouse	1	mg/kg		1 mg/kg	Chemical Probes Portal	
WXTJCPHELGTTJU-FMKPAKJESA-N	Mouse	20	mg/kg		20 mg/kg	Chemical Probes Portal	
JYYLVUFNAHSSFE-UHFFFAOYSA-N	Rat	5	mg/kg	IV	5 mg/Kg IV, PO	Chemical Probes Portal	
JYYLVUFNAHSSFE-UHFFFAOYSA-N	Monkey (Cynomolgus)	5	mg/kg	IV	5 mg/Kg IV, PO	Chemical Probes Portal	
JYYLVUFNAHSSFE-UHFFFAOYSA-N	Dog	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
HEAUOKZIVMZVQL-VWLOTQADSA-N	Rat	10	mg/kg		10 mg/kg	Chemical Probes Portal	
HEAUOKZIVMZVQL-VWLOTQADSA-N	Mouse					Chemical Probes Portal	
HEAUOKZIVMZVQL-VWLOTQADSA-N	Monkey (Rheus)					Chemical Probes Portal	
HEAUOKZIVMZVQL-VWLOTQADSA-N	Dog	50	mg/kg	PO	50 mg/Kg PO	Chemical Probes Portal	
ASRLBLHATMXGPC-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/kg	Chemical Probes Portal	
ASRLBLHATMXGPC-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
POKVQQVLRJLUAK-UHFFFAOYSA-N	Mouse	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
POKVQQVLRJLUAK-UHFFFAOYSA-N	Mouse	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
POKVQQVLRJLUAK-UHFFFAOYSA-N	Rat	1	mg/kg	IV	1.0 mg/Kg IV, 2.5 mg/Kg PO	Chemical Probes Portal	
POKVQQVLRJLUAK-UHFFFAOYSA-N	Rat	2.5	mg/kg	PO	1.0 mg/Kg IV, 2.5 mg/Kg PO	Chemical Probes Portal	
POKVQQVLRJLUAK-UHFFFAOYSA-N	Dog	0.5	mg/kg	IV	0.5 mg/Kg IV, 1.15 mg/Kg PO	Chemical Probes Portal	
POKVQQVLRJLUAK-UHFFFAOYSA-N	Dog	1.15	mg/kg	PO	0.5 mg/Kg IV, 1.15 mg/Kg PO	Chemical Probes Portal	
POKVQQVLRJLUAK-UHFFFAOYSA-N	Monkey (Cynomolgus)	5	mg/kg	IV	o.5 mg/Kg IV, 1.25 mg/Kg PO	Chemical Probes Portal	
POKVQQVLRJLUAK-UHFFFAOYSA-N	Monkey (Cynomolgus)	1.25	mg/kg	PO	o.5 mg/Kg IV, 1.25 mg/Kg PO	Chemical Probes Portal	
RKAFYSIKAVFVPS-UHFFFAOYSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
RKAFYSIKAVFVPS-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
RKAFYSIKAVFVPS-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
RKAFYSIKAVFVPS-UHFFFAOYSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
XVGSKZXXLKUEIO-MRXNPFEDSA-N	Mouse	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
XVGSKZXXLKUEIO-MRXNPFEDSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
XVGSKZXXLKUEIO-MRXNPFEDSA-N	Mouse	50	mg/kg		50 mg/Kg	Chemical Probes Portal	
KTBSXLIQKWEBRB-UHFFFAOYSA-N	Mouse	80	mg		20, 40, and 80 mg/k	Chemical Probes Portal	
HXYXHSDYBDFOFO-INIZCTEOSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
HXYXHSDYBDFOFO-INIZCTEOSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
HXYXHSDYBDFOFO-INIZCTEOSA-N	Rat	1	mg/kg	PO	1 mg/Kg followed  after 2 days of washout by a single oral dose of 3 mg/Kg	Chemical Probes Portal	
HXYXHSDYBDFOFO-INIZCTEOSA-N	Rat	3	mg/kg		1 mg/Kg followed  after 2 days of washout by a single oral dose of 3 mg/Kg	Chemical Probes Portal	
HHFWQMFTPDFWLM-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
HHFWQMFTPDFWLM-UHFFFAOYSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
FSQGWBXWGNWEAV-CMDGGOBGSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
FSQGWBXWGNWEAV-CMDGGOBGSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
FSQGWBXWGNWEAV-CMDGGOBGSA-N	Mouse	75	mg/kg		75 mg/Kg	Chemical Probes Portal	
FSQGWBXWGNWEAV-CMDGGOBGSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
FSQGWBXWGNWEAV-CMDGGOBGSA-N	Rat	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
FSQGWBXWGNWEAV-CMDGGOBGSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
FSQGWBXWGNWEAV-CMDGGOBGSA-N	Dog	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
OXTSYWDBUVRXFF-GDLZYMKVSA-N	Dog	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
OXTSYWDBUVRXFF-GDLZYMKVSA-N	Dog	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
KRNAOFGYEFKHPB-ANJVHQHFSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
KRNAOFGYEFKHPB-ANJVHQHFSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
KRNAOFGYEFKHPB-ANJVHQHFSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
KRNAOFGYEFKHPB-ANJVHQHFSA-N	Monkey (Cynomolgus)	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
LBFYQISQYCGDDW-UHFFFAOYSA-N	Other	0.2	mg/kg	IV	0.2 mg/kg (IV), 0.5 mg/kg (PO)	Chemical Probes Portal	
LBFYQISQYCGDDW-UHFFFAOYSA-N	Other	0.5	mg/kg	PO	0.2 mg/kg (IV), 0.5 mg/kg (PO)	Chemical Probes Portal	
WBFSPPPOPIJCLF-UHFFFAOYSA-N	Rat					Chemical Probes Portal	
WBFSPPPOPIJCLF-UHFFFAOYSA-N	Monkey (Cynomolgus)					Chemical Probes Portal	
FUEYCNUHTBZPRF-SVBPBHIXSA-N	Rat	10	mg/kg		10.0 mg/kg	Chemical Probes Portal	
FUEYCNUHTBZPRF-SVBPBHIXSA-N	Rat	25	mg/kg		25.0 mg/kg	Chemical Probes Portal	
KDTQFQYXTWVBCC-UHFFFAOYSA-N	Rat	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
KDTQFQYXTWVBCC-UHFFFAOYSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
KDTQFQYXTWVBCC-UHFFFAOYSA-N	Dog	0.1	mg/kg		0.1 mg/Kg	Chemical Probes Portal	
GSLHDZCTAHKMDW-UHFFFAOYSA-N	Mouse	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
GSLHDZCTAHKMDW-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
GSLHDZCTAHKMDW-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
ODRITQGYYWHQGM-INIZCTEOSA-N	Mouse	0.2	mg/kg	IV	0.2 mg/Kg IV, 0.5 mg/Kg PO	Chemical Probes Portal	
ODRITQGYYWHQGM-INIZCTEOSA-N	Mouse	0.5	mg/kg	PO	0.2 mg/Kg IV, 0.5 mg/Kg PO	Chemical Probes Portal	
ODRITQGYYWHQGM-INIZCTEOSA-N	Rat	0.2	mg/kg	IV	0.2 mg/Kg IV, 0.5 mg/Kg PO	Chemical Probes Portal	
ODRITQGYYWHQGM-INIZCTEOSA-N	Rat	0.5	mg/kg	PO	0.2 mg/Kg IV, 0.5 mg/Kg PO	Chemical Probes Portal	
ODRITQGYYWHQGM-INIZCTEOSA-N	Dog	0.2	mg/kg	IV	0.2 mg/Kg IV, 0.5 mg/Kg PO	Chemical Probes Portal	
ODRITQGYYWHQGM-INIZCTEOSA-N	Dog	0.5	mg/kg	PO	0.2 mg/Kg IV, 0.5 mg/Kg PO	Chemical Probes Portal	
BODASLVEZBWITD-ACCUITESSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
BODASLVEZBWITD-ACCUITESSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
OYMNPJXKQVTQTR-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
BXNMZRPTQFVRFA-QGZVFWFLSA-N	Rat	2	mg/kg		2-10 mg/Kg	Chemical Probes Portal	
BXNMZRPTQFVRFA-QGZVFWFLSA-N	Dog	20	mg/kg		20 mg/Kg	Chemical Probes Portal	
WCWUXEGQKLTGDX-LLVKDONJSA-N	Other	90	mg/kg		10, 60, 90 Mg/Kg	Chemical Probes Portal	
HTCJUBZBSJQWBW-CQSZACIVSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
HTCJUBZBSJQWBW-CQSZACIVSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
HTCJUBZBSJQWBW-CQSZACIVSA-N	Dog	0.25	mg/kg		0.25 mg/Kg	Chemical Probes Portal	
HTCJUBZBSJQWBW-CQSZACIVSA-N	Dog	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	
HTCJUBZBSJQWBW-CQSZACIVSA-N	Monkey (Cynomolgus)	0.1	mg/kg		0.1 mg/Kg	Chemical Probes Portal	
HTCJUBZBSJQWBW-CQSZACIVSA-N	Monkey (Cynomolgus)	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
HTCJUBZBSJQWBW-CQSZACIVSA-N	Other	3	mg/kg		3 mg/kg once weekly for 8 weeks	Chemical Probes Portal	
VSOUDUXMPUHJEU-UHFFFAOYSA-N	Rat	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
VSOUDUXMPUHJEU-UHFFFAOYSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
VSOUDUXMPUHJEU-UHFFFAOYSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
VSOUDUXMPUHJEU-UHFFFAOYSA-N	Dog	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
VSOUDUXMPUHJEU-UHFFFAOYSA-N	Mouse	100	mg/kg		100 mg/Kg	Chemical Probes Portal	
VSOUDUXMPUHJEU-UHFFFAOYSA-N	Rat	15	mg/kg		15 mg/Kg	Chemical Probes Portal	
VSOUDUXMPUHJEU-UHFFFAOYSA-N	Dog	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
RSJAXPUYVJKAAA-JPGJPTAESA-N	Other	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
ATALOFNDEOCMKK-OITMNORJSA-N	Other	0.3	mg/kg		0.3-3.0 mg/Kg	Chemical Probes Portal	
ATALOFNDEOCMKK-OITMNORJSA-N	Other	0.1	mg/kg		0.1-3.0 mg/Kg	Chemical Probes Portal	
ATALOFNDEOCMKK-OITMNORJSA-N	Rat	5	mg/kg		2 and 5 mg/Kg	Chemical Probes Portal	
ATALOFNDEOCMKK-OITMNORJSA-N	Dog	2	mg/kg		0.5, 2.0 mg/Kg	Chemical Probes Portal	
ATHZIFFSGSWIAU-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
UXZAJSZFFARTEI-YRPNKDGESA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
YHGBLECINAKBKX-UHFFFAOYSA-N	Rat	1	mg/kg		1.0 mg/Kg	Chemical Probes Portal	
YHGBLECINAKBKX-UHFFFAOYSA-N	Rat	5	mg/kg		5.0 mg/Kg	Chemical Probes Portal	
NCWQLHHDGDXIJN-UHFFFAOYSA-N	Mouse	50	mg/kg		50 mg/Kg BID	Chemical Probes Portal	
OAEWNSKRLBVVBV-QSEAXJEQSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
OAEWNSKRLBVVBV-QSEAXJEQSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
OAEWNSKRLBVVBV-QSEAXJEQSA-N	Dog	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
OAEWNSKRLBVVBV-QSEAXJEQSA-N	Monkey (Cynomolgus)	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
QLOHOGRMRUDDPM-LBPRGKRZSA-N	Rat	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	
QLOHOGRMRUDDPM-LBPRGKRZSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
QLOHOGRMRUDDPM-LBPRGKRZSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
QLOHOGRMRUDDPM-LBPRGKRZSA-N	Dog	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
PUKBOVABABRILL-YZNIXAGQSA-N	Mouse	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	
PUKBOVABABRILL-YZNIXAGQSA-N	Rat	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	
PUKBOVABABRILL-YZNIXAGQSA-N	Dog	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	
PUKBOVABABRILL-YZNIXAGQSA-N	Mouse	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
PUKBOVABABRILL-YZNIXAGQSA-N	Mouse	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
PUKBOVABABRILL-YZNIXAGQSA-N	Rat	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
PUKBOVABABRILL-YZNIXAGQSA-N	Rat	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
PUKBOVABABRILL-YZNIXAGQSA-N	Monkey (Cynomolgus)	100	mg/kg		100 mg/Kg	Chemical Probes Portal	
FJZNNKJZHQFMCK-LRDDRELGSA-N	Mouse	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	
FJZNNKJZHQFMCK-LRDDRELGSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
FJZNNKJZHQFMCK-LRDDRELGSA-N	Rat	1	mg/kg		1.0 mg/Kg	Chemical Probes Portal	
FJZNNKJZHQFMCK-LRDDRELGSA-N	Rat	1	mg/kg		1.0 mg/Kg	Chemical Probes Portal	
FJZNNKJZHQFMCK-LRDDRELGSA-N	Dog	1	mg/kg		1.0 mg/Kg	Chemical Probes Portal	
FJZNNKJZHQFMCK-LRDDRELGSA-N	Dog	1	mg/kg		1.0 mg/Kg	Chemical Probes Portal	
FJZNNKJZHQFMCK-LRDDRELGSA-N	Monkey (Cynomolgus)	1	mg/kg		1.0 mg/Kg	Chemical Probes Portal	
FJZNNKJZHQFMCK-LRDDRELGSA-N	Monkey (Cynomolgus)	3	mg/kg		3.0 mg/Kg	Chemical Probes Portal	
BZCALJIHZVNMGJ-HSZRJFAPSA-N	Other				1 IV, 3 PO mg/Kg Rat, 0.5 IV, 1 PO mg/Kg Dog	Chemical Probes Portal	
KDFQABSFVYLGPM-QFIPXVFZSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
KDFQABSFVYLGPM-QFIPXVFZSA-N	Dog	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
KDFQABSFVYLGPM-QFIPXVFZSA-N	Monkey (Rheus)	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
KDFQABSFVYLGPM-QFIPXVFZSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
KDFQABSFVYLGPM-QFIPXVFZSA-N	Dog	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
KDFQABSFVYLGPM-QFIPXVFZSA-N	Monkey (Rheus)	50	mg/kg		50 mg/Kg	Chemical Probes Portal	
PZGSYNNVPNLHQG-SANMLTNESA-N	Rat	0.5	mg/kg	IV	0.5 mg/kg IV, 2.0, 10 and 30 mg/kg PO	Chemical Probes Portal	
PZGSYNNVPNLHQG-SANMLTNESA-N	Rat	30	mg/kg	PO	0.5 mg/kg IV, 2.0, 10 and 30 mg/kg PO	Chemical Probes Portal	
PZGSYNNVPNLHQG-SANMLTNESA-N	Dog	0.5	mg/kg	IV	0.5 mg/kg IV, 2.0 mg/kg PO	Chemical Probes Portal	
PZGSYNNVPNLHQG-SANMLTNESA-N	Dog	2	mg/kg	PO	0.5 mg/kg IV, 2.0 mg/kg PO	Chemical Probes Portal	
PZGSYNNVPNLHQG-SANMLTNESA-N	Monkey (Cynomolgus)	0.5	mg/kg	IV	0.5 mg/kg IV, 2.0 and 20 mg/kg PO	Chemical Probes Portal	
PZGSYNNVPNLHQG-SANMLTNESA-N	Monkey (Cynomolgus)	20	mg/kg	PO	0.5 mg/kg IV, 2.0 and 20 mg/kg PO	Chemical Probes Portal	
OGJGQVFWEPNYSB-UHFFFAOYSA-N	Rat	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
OGJGQVFWEPNYSB-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
