inchikey	organism	dose_value	dose_unit	route	dose_raw	source_db	source
QGPXEIMWTKWHMH-DEOSSOPVSA-N	Rat	10	mg/kg	PO	1 mg/kg IV, 10 mg/kg PO	Chemical Probes Portal	
QGPXEIMWTKWHMH-DEOSSOPVSA-N	Dog	1	mg/kg	IV	1 mg/kg IV, 10 mg/kg PO	Chemical Probes Portal	
QGPXEIMWTKWHMH-DEOSSOPVSA-N	Dog	10	mg/kg	PO	1 mg/kg IV, 10 mg/kg PO	Chemical Probes Portal	
QGPXEIMWTKWHMH-DEOSSOPVSA-N	Monkey (Cynomolgus)	1	mg/kg	IV	1 mg/kg IV, 10 mg/kg PO	Chemical Probes Portal	
QGPXEIMWTKWHMH-DEOSSOPVSA-N	Monkey (Cynomolgus)	10	mg/kg	PO	1 mg/kg IV, 10 mg/kg PO	Chemical Probes Portal	
AAHNBILIYONQLX-UHFFFAOYSA-N	Rat				1 IV, 2 PO mg/Kg	Chemical Probes Portal	
AAHNBILIYONQLX-UHFFFAOYSA-N	Dog				0.2 IV; 0.5 PO mg/Kg	Chemical Probes Portal	
FRPJGTNLZNXQEX-UHFFFAOYSA-N	Rat	0.03	umol/kg		0.03 umol/Kg	Chemical Probes Portal	
WDZVWDXOIGQJIO-UHFFFAOYSA-N	Rat	1	mg/kg	IV	1 mg/kg IV, 5 mg/Kg PO	Chemical Probes Portal	
WDZVWDXOIGQJIO-UHFFFAOYSA-N	Rat	5	mg/kg	PO	1 mg/kg IV, 5 mg/Kg PO	Chemical Probes Portal	
LWJGMYMNSNVCEM-UHFFFAOYSA-N	Mouse	0.1	mg/kg		0.1 - 10 mg/Kg	Chemical Probes Portal	
LWJGMYMNSNVCEM-UHFFFAOYSA-N	Rat	1	mg/kg		1 - 10 mg/Kg	Chemical Probes Portal	
BEBDKSYNJJVZSO-SECBINFHSA-N	Rat	1	mg/kg	IV	1 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
BEBDKSYNJJVZSO-SECBINFHSA-N	Rat	10	mg/kg	PO	1 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
SWOIFXHMBKFCRM-UHFFFAOYSA-N	Mouse	20	mg/kg		20 mg/Kg	Chemical Probes Portal	
SWOIFXHMBKFCRM-UHFFFAOYSA-N	Mouse	20	mg/kg		20 mg/Kg	Chemical Probes Portal	
FOECKIWHCOYYFL-UHFFFAOYSA-N	Mouse	25	mg/kg		25 - 75 mg/kg	Chemical Probes Portal	
UNSHMXUHOHBLIQ-UHFFFAOYSA-N	Rat	0.3	mg/kg		0.3 mg/Kg	Chemical Probes Portal	
UNSHMXUHOHBLIQ-UHFFFAOYSA-N	Rat	0.6	mg/kg		0.6 mg/Kg	Chemical Probes Portal	
UNSHMXUHOHBLIQ-UHFFFAOYSA-N	Mouse	100	mg/kg		25, 50, 100 mg/Kg	Chemical Probes Portal	
ZGBAPSHWPBXEKN-OPHFCASCSA-N	Mouse	0.3	mg/kg		0.3 mg/Kg	Chemical Probes Portal	
ZGBAPSHWPBXEKN-OPHFCASCSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
QVIWDCUKIZPUBD-WLRWWHNQSA-N	Mouse	100	mg/kg		100 mg/kg	Chemical Probes Portal	
XFYUTGIEFKGWND-NRFANRHFSA-N	Other				1 IV, 5-50 PO mg/Kg	Chemical Probes Portal	
KIWKRCCIHSGWQS-VIFPVBQESA-N	Other				5 uM	Chemical Probes Portal	
OMZCMEYTWSXEPZ-UHFFFAOYSA-N	Mouse	20	mg/kg		20-80 mg/kg	Chemical Probes Portal	
BMLGZNVPWRUVNM-IBGZPJMESA-N	Other	0.5	mg/kg	IP	0.5 mg/Kg IP, 2 mg/Kg PO	Chemical Probes Portal	
BMLGZNVPWRUVNM-IBGZPJMESA-N	Other	2	mg/kg	PO	0.5 mg/Kg IP, 2 mg/Kg PO	Chemical Probes Portal	
LZSPYTNDRPEZBK-OXYJHPMESA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
FSELUFUYNUNZKD-UHFFFAOYSA-N	Mouse	20	mg/kg		20 mg/Kg	Chemical Probes Portal	
CYFBRQHYEQKYHH-MRXNPFEDSA-N	Mouse	100	mg/kg		100 mg/Kg	Chemical Probes Portal	
AESXAJXKMUNYJP-ZWFIUULVSA-N	Rat	1	mg/kg		1-2 mg/Kg	Chemical Probes Portal	
AESXAJXKMUNYJP-ZWFIUULVSA-N	Rat	2	mg/kg		2-5 mg/Kg	Chemical Probes Portal	
AESXAJXKMUNYJP-ZWFIUULVSA-N	Dog	1	mg/kg		1-2 mg/Kg	Chemical Probes Portal	
AESXAJXKMUNYJP-ZWFIUULVSA-N	Dog	2	mg/kg		2-5 mg/Kg	Chemical Probes Portal	
CSBKUBOVPUXFLO-MAVVKCOWSA-N	Mouse	50	mg/kg/day		50 mg/Kg/day	Chemical Probes Portal	
CLSNATLUIXZPMV-UHFFFAOYSA-N	Mouse	0.5	mg/kg		0.5-2 mg/Kg	Chemical Probes Portal	
NTIFDLOQPKMIJK-AJTFRIOCSA-N	Mouse	4	mg/kg	IV	4 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
NTIFDLOQPKMIJK-AJTFRIOCSA-N	Mouse	10	mg/kg	PO	4 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
NTIFDLOQPKMIJK-AJTFRIOCSA-N	Rat	1	mg/kg	IV	1 mg/Kg IV, 2 mg/Kg PO	Chemical Probes Portal	
NTIFDLOQPKMIJK-AJTFRIOCSA-N	Rat	2	mg/kg	PO	1 mg/Kg IV, 2 mg/Kg PO	Chemical Probes Portal	
NTIFDLOQPKMIJK-AJTFRIOCSA-N	Dog	1	mg/kg	IV	1 mg/Kg IV, 2 mg/Kg PO	Chemical Probes Portal	
NTIFDLOQPKMIJK-AJTFRIOCSA-N	Dog	2	mg/kg	PO	1 mg/Kg IV, 2 mg/Kg PO	Chemical Probes Portal	
NTIFDLOQPKMIJK-AJTFRIOCSA-N	Monkey (Rheus)	1	mg/kg	IV	1 mg/Kg IV, 2 mg/Kg PO	Chemical Probes Portal	
NTIFDLOQPKMIJK-AJTFRIOCSA-N	Monkey (Rheus)	2	mg/kg	PO	1 mg/Kg IV, 2 mg/Kg PO	Chemical Probes Portal	
VERWOWGGCGHDQE-UHFFFAOYSA-N	Other				"5 IV, 20 PO (M); 3 IV, 10 PO (R); 5 IV, 20 PO (D);	5 IV, 60 PO (C) mg/Kg"	Chemical Probes Portal	
NRJKIOCCERLIDG-GOSISDBHSA-N	Other	2	mg/kg		0.5, 1, 2 mg/Kg	Chemical Probes Portal	
BRJXJOWXAFLRTE-OAQYLSRUSA-N	Mouse	100	mg/kg		100 mg/Kg	Chemical Probes Portal	
XOQVZSSDIQQUGO-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/kg twice daily	Chemical Probes Portal	
URWYQGVSPQJGGB-DHUJRADRSA-N	Rat	0.25	mg/kg		0.25 mg/Kg	Chemical Probes Portal	
HDZWHJYZJWLTAG-UHFFFAOYSA-N	Mouse	30	mg/kg/day		30 mg/Kg/Day	Chemical Probes Portal	
BJXYHBKEQFQVES-NWDGAFQWSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
BJXYHBKEQFQVES-NWDGAFQWSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
BJXYHBKEQFQVES-NWDGAFQWSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
BXKNUXDLZJPPBO-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
BXKNUXDLZJPPBO-UHFFFAOYSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
WCPXAGKUVIPMIY-TZQLILQPSA-N	Mouse	3	mg/kg	IV	3 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
WCPXAGKUVIPMIY-TZQLILQPSA-N	Mouse	10	mg/kg	PO	3 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
WCPXAGKUVIPMIY-TZQLILQPSA-N	Dog	0.1	mg/kg	IV	0.1 mg/Kg IV, 0.3 mg/Kg PO	Chemical Probes Portal	
WCPXAGKUVIPMIY-TZQLILQPSA-N	Dog	0.3	mg/kg	PO	0.1 mg/Kg IV, 0.3 mg/Kg PO	Chemical Probes Portal	
WCPXAGKUVIPMIY-TZQLILQPSA-N	Rat	1	mg/kg	IV	1 mg/Kg IV, 3 mg/Kg PO	Chemical Probes Portal	
WCPXAGKUVIPMIY-TZQLILQPSA-N	Rat	3	mg/kg	PO	1 mg/Kg IV, 3 mg/Kg PO	Chemical Probes Portal	
VHSIAYLBCLUAFT-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
VHSIAYLBCLUAFT-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
VHSIAYLBCLUAFT-UHFFFAOYSA-N	Dog	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
VHSIAYLBCLUAFT-UHFFFAOYSA-N	Monkey (Rheus)	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
AZXOTZCWQDJCLY-SJCJKPOMSA-N	Rat	1	mg/kg		1.0 mg/Kg	Chemical Probes Portal	
AZXOTZCWQDJCLY-SJCJKPOMSA-N	Dog	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	
APLVGTKXOIMODQ-IBGZPJMESA-N	Mouse	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
APLVGTKXOIMODQ-IBGZPJMESA-N	Mouse	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
HZRJHVDNTDBTOZ-QGZVFWFLSA-N	Mouse	0.3	mg/kg	IV	0.3 mg/Kg IV, up to 200 mg/Kg	Chemical Probes Portal	
HZRJHVDNTDBTOZ-QGZVFWFLSA-N	Mouse	200	mg/kg		0.3 mg/Kg IV, up to 200 mg/Kg	Chemical Probes Portal	
LHGUZCKPFXXVPV-GOSISDBHSA-N	Mouse	50	mg/kg		50-200 mg/kg	Chemical Probes Portal	
QKKIWEILHCXECO-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/kg	Chemical Probes Portal	
KIEQQZZDWUNUQK-UHFFFAOYSA-N	Mouse	2	mg/kg		2mg/Kg	Chemical Probes Portal	
KIEQQZZDWUNUQK-UHFFFAOYSA-N	Mouse	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
KIEQQZZDWUNUQK-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
GCWIQUVXWZWCLE-INIZCTEOSA-N	Mouse	30	mg/kg	PO	30 mg/kg (oral), 10 mg/kg (SC)	Chemical Probes Portal	
GCWIQUVXWZWCLE-INIZCTEOSA-N	Mouse	10	mg/kg	SC	30 mg/kg (oral), 10 mg/kg (SC)	Chemical Probes Portal	
XASOHFCUIQARJT-UHFFFAOYSA-N	Mouse	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
XASOHFCUIQARJT-UHFFFAOYSA-N	Mouse	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
XASOHFCUIQARJT-UHFFFAOYSA-N	Rat	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
XASOHFCUIQARJT-UHFFFAOYSA-N	Rat	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
XASOHFCUIQARJT-UHFFFAOYSA-N	Dog	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
XASOHFCUIQARJT-UHFFFAOYSA-N	Dog	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
KFRGPUFONMCXQI-RUZDIDTESA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
KFRGPUFONMCXQI-RUZDIDTESA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
KFRGPUFONMCXQI-RUZDIDTESA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
KFRGPUFONMCXQI-RUZDIDTESA-N	Rat	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
XKFTZKGMDDZMJI-HSZRJFAPSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
HKROEBDHHKMNBZ-CHBKHGQFSA-N	Rat	30	umol/kg		30 μmol/kg	Chemical Probes Portal	
HOTSVKDMIYWWIY-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
HOTSVKDMIYWWIY-UHFFFAOYSA-N	Rat	100	mg/kg		10, 30, 100 mg/Kg	Chemical Probes Portal	
HOTSVKDMIYWWIY-UHFFFAOYSA-N	Guinea Pig	100	mg/kg		100 mg/Kg	Chemical Probes Portal	
AECDBHGVIIRMOI-UHFFFAOYSA-N	Mouse	20	mg/kg		20-50 mg/kg	Chemical Probes Portal	
PTAMRJLIOCHJMQ-PYNGZGNASA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
PTAMRJLIOCHJMQ-PYNGZGNASA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
PTAMRJLIOCHJMQ-PYNGZGNASA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
PTAMRJLIOCHJMQ-PYNGZGNASA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
JGPJQFOROWSRRS-UHFFFAOYSA-N	Rat	11	uM/kg		11 uM/Kg	Chemical Probes Portal	
QEASMQZYZCGOSA-UHFFFAOYSA-N	Mouse	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	
QEASMQZYZCGOSA-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
QEASMQZYZCGOSA-UHFFFAOYSA-N	Rat	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	
QEASMQZYZCGOSA-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
VQINULODWGEVBB-UHFFFAOYSA-N	Mouse	20	mg/kg		20 mg/Kg	Chemical Probes Portal	
GPXQUPCJIJBXHJ-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
YHYKUSGACIYRML-KRWDZBQOSA-N	Rat	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
YHYKUSGACIYRML-KRWDZBQOSA-N	Rat	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
YHYKUSGACIYRML-KRWDZBQOSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
YHYKUSGACIYRML-KRWDZBQOSA-N	Monkey (Cynomolgus)	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
YHYKUSGACIYRML-KRWDZBQOSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
YHYKUSGACIYRML-KRWDZBQOSA-N	Dog	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
UWPFUBNCDABUEE-SIFUEBAJSA-N	Mouse	20	mg/kg		2.5, 5.0, 10 and 20 mg/Kg	Chemical Probes Portal	
VLYNCWZASZUTNV-FCQUAONHSA-N	Rat	4.2	mg/kg	IV	4.20 mg/kg  IV, 0.42 mg/kg PO	Chemical Probes Portal	
VLYNCWZASZUTNV-FCQUAONHSA-N	Rat	0.42	mg/kg	PO	4.20 mg/kg  IV, 0.42 mg/kg PO	Chemical Probes Portal	
XKDHFIPNTTUSIA-UHFFFAOYSA-N	Mouse	5	uM/kg		5 uM/Kg	Chemical Probes Portal	
XKDHFIPNTTUSIA-UHFFFAOYSA-N	Mouse	50	uM/kg		50 uM/Kg	Chemical Probes Portal	
XKDHFIPNTTUSIA-UHFFFAOYSA-N	Mouse	80	uM/kg		80 uM/Kg	Chemical Probes Portal	
ALGPVOJFIGPPPX-VIFPVBQESA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
UOZVVPXKJGOFIG-UHFFFAOYSA-N	Mouse	50	mg/kg		50 mg/kg	Chemical Probes Portal	
MSYKRHVOOPPJKU-BDAKNGLRSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
GCVYFXYBQCKHCH-UHFFFAOYSA-N	Rat	0.5	mg/kg		0.5 mg/kg	Chemical Probes Portal	
GCVYFXYBQCKHCH-UHFFFAOYSA-N	Rat	1	mg/kg		1.0 mg/kg	Chemical Probes Portal	
JGLGMFHQGRAHAO-HXUWFJFHSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
JGLGMFHQGRAHAO-HXUWFJFHSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
GHNYLVIESIGHDJ-OAQYLSRUSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
GHNYLVIESIGHDJ-OAQYLSRUSA-N	Rat	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
GHNYLVIESIGHDJ-OAQYLSRUSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
YHLQVQKZDZYMIP-MOPGFXCFSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
YHLQVQKZDZYMIP-MOPGFXCFSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
YHLQVQKZDZYMIP-MOPGFXCFSA-N	Dog	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	
YHLQVQKZDZYMIP-MOPGFXCFSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
YHLQVQKZDZYMIP-MOPGFXCFSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
YHLQVQKZDZYMIP-MOPGFXCFSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
NDAZATDQFDPQBD-UHFFFAOYSA-N	Mouse	50	mg/kg		50 mg/Kg	Chemical Probes Portal	
UCJZOKGUEJUNIO-IINYFYTJSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
UCJZOKGUEJUNIO-IINYFYTJSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
UCJZOKGUEJUNIO-IINYFYTJSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
UCJZOKGUEJUNIO-IINYFYTJSA-N	Rat	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
UCJZOKGUEJUNIO-IINYFYTJSA-N	Dog	0.2	mg/kg		0.2 mg/Kg	Chemical Probes Portal	
UCJZOKGUEJUNIO-IINYFYTJSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
UCJZOKGUEJUNIO-IINYFYTJSA-N	Monkey (Cynomolgus)	0.3	mg/kg		0.3 mg/Kg	Chemical Probes Portal	
UCJZOKGUEJUNIO-IINYFYTJSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
ZLVKIBLQXFILMA-IKGGRYGDSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
ZLVKIBLQXFILMA-IKGGRYGDSA-N	Mouse	30	mg/kg		30 mg/Kg	Chemical Probes Portal	
ZLVKIBLQXFILMA-IKGGRYGDSA-N	Mouse	100	mg/kg		100 mg/Kg	Chemical Probes Portal	
BUIJBFHGUQJYSD-XZOQPEGZSA-N	Mouse	10	mg/kg	IV	10 mg/Kg IV, 40 mg/Kg PO	Chemical Probes Portal	
BUIJBFHGUQJYSD-XZOQPEGZSA-N	Mouse	40	mg/kg	PO	10 mg/Kg IV, 40 mg/Kg PO	Chemical Probes Portal	
BUIJBFHGUQJYSD-XZOQPEGZSA-N	Rat	10	mg/kg	IV	10 mg/Kg IV and PO	Chemical Probes Portal	
BLFBSGVUERKSST-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/kg	Chemical Probes Portal	
MOWXJLUYGFNTAL-DEOSSOPVSA-N	Mouse	0.2	mg/kg		0.2 mg/Kg	Chemical Probes Portal	
MOWXJLUYGFNTAL-DEOSSOPVSA-N	Mouse	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	
OMISHRJQMYQPMG-UHFFFAOYSA-N	Mouse	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
OMISHRJQMYQPMG-UHFFFAOYSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
OMISHRJQMYQPMG-UHFFFAOYSA-N	Monkey (Cynomolgus)	0.3	mg/kg		0.3 mg/Kg	Chemical Probes Portal	
OMISHRJQMYQPMG-UHFFFAOYSA-N	Monkey (Cynomolgus)	1	mg/kg		1.0 mg/Kg	Chemical Probes Portal	
LTOAWFRZXVPHAJ-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
AOTRIQLYUAFVSC-UHFFFAOYSA-N	Rat					Chemical Probes Portal	
AOTRIQLYUAFVSC-UHFFFAOYSA-N	Dog					Chemical Probes Portal	
AOTRIQLYUAFVSC-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
ATKHYZXUMVNCIO-UHFFFAOYSA-N	Rat	0.3	mg/kg	IV	0.3 mg/kg IV, 0.6 mg/kg PO	Chemical Probes Portal	
ATKHYZXUMVNCIO-UHFFFAOYSA-N	Rat	0.6	mg/kg	PO	0.3 mg/kg IV, 0.6 mg/kg PO	Chemical Probes Portal	
ATKHYZXUMVNCIO-UHFFFAOYSA-N	Mouse	0.3	mg/kg		0.3 mg/kg	Chemical Probes Portal	
WXRCLFFPZXJCLS-UHFFFAOYSA-N	Mouse	30	mg/kg		0.3, 3.0, 30.0 mg/Kg	Chemical Probes Portal	
KLKKWCPJBTXWOV-UHFFFAOYSA-N	Mouse					Chemical Probes Portal	
IPUJINDWAGRAHN-KNXBSLHKSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
IPUJINDWAGRAHN-KNXBSLHKSA-N	Rat	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
IPUJINDWAGRAHN-KNXBSLHKSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
IPUJINDWAGRAHN-KNXBSLHKSA-N	Dog	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
IPUJINDWAGRAHN-KNXBSLHKSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
IPUJINDWAGRAHN-KNXBSLHKSA-N	Monkey (Cynomolgus)	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
FMQWOAKTQPLQBR-SANMLTNESA-N	Rat	0.5	mg/kg		0.5 mg/Kg	Chemical Probes Portal	
FMQWOAKTQPLQBR-SANMLTNESA-N	Rat	2	mg/kg		2.0 mg/Kg	Chemical Probes Portal	
JOFQERPJMGKMMX-QGZVFWFLSA-N	Rat					Chemical Probes Portal	
IKPNRMYDOSNVAU-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/kg	Chemical Probes Portal	
IKPNRMYDOSNVAU-UHFFFAOYSA-N	Dog	0.5	mg/kg		0.5 mg/kg	Chemical Probes Portal	
IKPNRMYDOSNVAU-UHFFFAOYSA-N	Monkey (Cynomolgus)	0.5	mg/kg		0.5 mg/kg	Chemical Probes Portal	
OYDTWNVVTPPDDO-UHFFFAOYSA-N	Rat	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
OYDTWNVVTPPDDO-UHFFFAOYSA-N	Rat	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
OYDTWNVVTPPDDO-UHFFFAOYSA-N	Mouse	80	mg/kg		20 and 80 mg/Kg	Chemical Probes Portal	
UEMPFKOYBHCUIG-QVIWBNHYSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
UEMPFKOYBHCUIG-QVIWBNHYSA-N	Mouse	3	mg/kg		3 mg/Kg	Chemical Probes Portal	
UEMPFKOYBHCUIG-QVIWBNHYSA-N	Mouse	5	mg/kg		5 mg/Kg	Chemical Probes Portal	
UEMPFKOYBHCUIG-QVIWBNHYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
ILPWEAHQRAWJIU-OAHLLOKOSA-N	Mouse	3	mg/kg	IV	3 mg/Kg IV, 30 mg/Kg PO	Chemical Probes Portal	
ILPWEAHQRAWJIU-OAHLLOKOSA-N	Mouse	30	mg/kg	PO	3 mg/Kg IV, 30 mg/Kg PO	Chemical Probes Portal	
ILPWEAHQRAWJIU-OAHLLOKOSA-N	Rat	1	mg/kg	IV	1 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
ILPWEAHQRAWJIU-OAHLLOKOSA-N	Rat	10	mg/kg	PO	1 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
ILPWEAHQRAWJIU-OAHLLOKOSA-N	Dog	2	mg/kg	IV	2 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
ILPWEAHQRAWJIU-OAHLLOKOSA-N	Dog	10	mg/kg	PO	2 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
DVFCRTGTEXUFIN-GFCCVEGCSA-N	Mouse	10	mg/kg		1, 10 mg/Kg	Chemical Probes Portal	
HPBOMWKBZHYYGE-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
HPBOMWKBZHYYGE-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
JDUBGYFRJFOXQC-KRWDZBQOSA-N	Mouse					Chemical Probes Portal	
JDUBGYFRJFOXQC-KRWDZBQOSA-N	Rat					Chemical Probes Portal	
JDUBGYFRJFOXQC-KRWDZBQOSA-N	Dog					Chemical Probes Portal	
MCRHRRIGPAVFNY-SFHVURJKSA-N	Mouse	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
MCRHRRIGPAVFNY-SFHVURJKSA-N	Mouse	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	Chemical Probes Portal	
FXMIIWBGTCDJJQ-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
FXMIIWBGTCDJJQ-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
FXMIIWBGTCDJJQ-UHFFFAOYSA-N	Rat	0.6	mg/kg		0.6 mg/Kg, 1 mg/Kg	Chemical Probes Portal	
FXMIIWBGTCDJJQ-UHFFFAOYSA-N	Rat	1	mg/kg		0.6 mg/Kg, 1 mg/Kg	Chemical Probes Portal	
FXMIIWBGTCDJJQ-UHFFFAOYSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
FXMIIWBGTCDJJQ-UHFFFAOYSA-N	Dog	1	mg/kg		1 mg/Kg	Chemical Probes Portal	
HKXSBJJCHBFTMB-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	Chemical Probes Portal	
IYFCFYWXRIVCTH-OAHLLOKOSA-N	Mouse	1	mg/kg	IV	1 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
IYFCFYWXRIVCTH-OAHLLOKOSA-N	Mouse	10	mg/kg	PO	1 mg/Kg IV, 10 mg/Kg PO	Chemical Probes Portal	
JOAFWIHZEBKYQK-OAHLLOKOSA-N	Rat	2	mg/kg		2 mg/Kg	Chemical Probes Portal	
